hospital_name,district,city,speciality,hospital_rating,success_rate,service_readiness_pct,ranking_score,speciality_rank,overall_rank,no_of_patients_treated
Apex Medical Centre - Rupnagar,Rupnagar,Patiala,Gynecology,4.0,63.5,31.25,75.05,299,4287,57182
Shivalik Hospital - Pathankot,Pathankot,Ludhiana,Nephrology,4.0,63.5,37.5,75.05,309,4288,57319
Shivalik Multispeciality Hospital - SAS Nagar,SAS Nagar,Mohali,Oncology,4.0,63.5,31.25,75.05,273,4289,57456
Apex Healthcare - Barnala,Barnala,Malerkotla,Dermatology,4.1,58.8,18.75,75.04,278,4290,57593
Medicare Medical Centre - Muktsar,Muktsar,Mansa,Nephrology,4.1,58.8,12.5,75.04,292,4291,57730
Sewa Medical Centre - Malerkotla,Malerkotla,Moga,Pulmonology,4.1,58.8,18.75,75.04,270,4292,57867
City Care Medical Centre - Rupnagar,Rupnagar,Amritsar,Cardiology,3.9,68.1,43.75,75.03,321,4293,58004
Guru Nanak Hospital - Amritsar,Amritsar,Moga,Gastroenterology,4.0,63.4,31.25,75.02,320,4294,58141
Healing Touch Multispeciality Hospital - Amritsar,Amritsar,Kapurthala,Gastroenterology,4.0,63.4,37.5,75.02,322,4295,58278
Sewa Healthcare - Rupnagar,Rupnagar,Gurdaspur,Gastroenterology,4.0,63.4,37.5,75.02,321,4296,58415
Sewa Multispeciality Hospital - Muktsar,Muktsar,Pathankot,Gastroenterology,4.0,63.4,37.5,75.02,319,4297,58552
Prime Care Hospital - Nawanshahr,Nawanshahr,Pathankot,General Medicine,4.0,63.4,31.25,75.02,282,4298,58689
Sunrise Hospital - Ferozepur,Ferozepur,Bathinda,Gynecology,4.0,63.4,25.0,75.02,300,4299,58826
Guru Nanak Multispeciality Hospital - Barnala,Barnala,Gurdaspur,Cardiology,4.0,63.3,37.5,74.99,298,4300,58963
Healing Touch Healthcare - Barnala,Barnala,Sangrur,Oncology,4.0,63.3,31.25,74.99,274,4301,59100
Mata Kaushalya Hospital - Gurdaspur,Gurdaspur,Gurdaspur,Orthopedics,4.0,63.3,31.25,74.99,278,4302,59237
Shivalik Medical Centre - Ludhiana,Ludhiana,Abohar,Urology,4.0,63.3,37.5,74.99,278,4303,59374
Maharaja Ranjit Singh Healthcare - Patiala,Patiala,Abohar,Dermatology,4.0,63.2,31.25,74.96,289,4304,59511
Mata Kaushalya Hospital - Kapurthala,Kapurthala,Amritsar,Gynecology,4.0,63.2,25.0,74.96,301,4305,59648
Lifeline Hospital - Patiala,Patiala,Muktsar,Nephrology,4.0,63.2,31.25,74.96,310,4306,59785
Mata Kaushalya Multispeciality Hospital - Ferozepur,Ferozepur,Moga,Oncology,4.0,63.2,25.0,74.96,275,4307,59922
Guru Nanak Medical Centre - Muktsar,Muktsar,Patiala,Pulmonology,4.0,63.2,31.25,74.96,290,4308,60059
Mata Kaushalya Medical Centre - Tarn Taran,Tarn Taran,Phagwara,Pulmonology,4.0,63.2,31.25,74.96,289,4309,60196
Maharaja Ranjit Singh Multispeciality Hospital - Ludhiana,Ludhiana,Khanna,Ophthalmology,4.1,58.5,18.75,74.95,265,4310,60333
Healing Touch Healthcare - Ludhiana,Ludhiana,Gurdaspur,Pediatrics,4.1,58.5,18.75,74.95,264,4311,60470
Fortune Healthcare - Ludhiana,Ludhiana,Nawanshahr,ENT,3.9,67.8,50.0,74.94,304,4312,60607
Maharaja Ranjit Singh Healthcare - Bathinda,Bathinda,Malerkotla,Cardiology,4.0,63.1,31.25,74.93,299,4313,60744
Punjab Hospital - Rupnagar,Rupnagar,Mansa,Cardiology,4.0,63.1,37.5,74.93,300,4314,60881
Medicare Hospital - Rupnagar,Rupnagar,Amritsar,Gastroenterology,4.0,63.1,31.25,74.93,324,4315,61018
Shaheed Bhagat Singh Hospital - Malerkotla,Malerkotla,Kapurthala,Gastroenterology,4.0,63.1,25.0,74.93,323,4316,61155
Healing Touch Multispeciality Hospital - Malerkotla,Malerkotla,Mohali,General Medicine,4.0,63.1,37.5,74.93,283,4317,61292
Guru Nanak Multispeciality Hospital - Amritsar,Amritsar,Jalandhar,General Surgery,4.0,63.1,31.25,74.93,284,4318,61429
City Care Hospital - Kapurthala,Kapurthala,Rajpura,Neurology,4.0,63.1,37.5,74.93,272,4319,61566
Shaheed Bhagat Singh Multispeciality Hospital - Tarn Taran,Tarn Taran,Bathinda,Neurology,4.0,63.1,31.25,74.93,273,4320,61703
Healing Touch Medical Centre - Tarn Taran,Tarn Taran,Pathankot,Ophthalmology,4.0,63.1,31.25,74.93,277,4321,61840
Medicare Multispeciality Hospital - Bathinda,Bathinda,Patiala,Ophthalmology,4.0,63.1,31.25,74.93,278,4322,61977
Medicare Hospital - Fazilka,Fazilka,Malerkotla,Orthopedics,4.0,63.1,25.0,74.93,280,4323,62114
Sewa Medical Centre - Muktsar,Muktsar,Rajpura,Orthopedics,4.0,63.1,37.5,74.93,279,4324,62251
Shivalik Multispeciality Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Firozpur,Pediatrics,4.0,63.1,25.0,74.93,276,4325,62388
Fortune Medical Centre - Hoshiarpur,Hoshiarpur,Sangrur,Dermatology,4.0,63.0,37.5,74.9,290,4326,62525
Shivalik Healthcare - Rupnagar,Rupnagar,Pathankot,Dermatology,4.0,63.0,37.5,74.9,291,4327,62662
Fortune Multispeciality Hospital - Ferozepur,Ferozepur,Khanna,Gastroenterology,4.0,63.0,25.0,74.9,325,4328,62799
Lifeline Healthcare - Tarn Taran,Tarn Taran,Abohar,Ophthalmology,4.0,63.0,37.5,74.9,279,4329,62936
Punjab Medical Centre - Bathinda,Bathinda,Malerkotla,Ophthalmology,4.0,63.0,37.5,74.9,280,4330,63073
Guru Nanak Hospital - Tarn Taran,Tarn Taran,Ludhiana,Pediatrics,4.0,63.0,25.0,74.9,278,4331,63210
Lifeline Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Abohar,Pediatrics,4.0,63.0,31.25,74.9,277,4332,63347
Healing Touch Medical Centre - Malerkotla,Malerkotla,Amritsar,Gastroenterology,4.0,62.9,25.0,74.87,326,4333,63484
Sewa Hospital - Kapurthala,Kapurthala,Patiala,Gastroenterology,4.0,62.9,31.25,74.87,327,4334,63621
Guru Nanak Hospital - Nawanshahr,Nawanshahr,Patiala,General Medicine,4.0,62.9,25.0,74.87,284,4335,63758
Sewa Hospital - Malerkotla,Malerkotla,Phagwara,Nephrology,4.0,62.9,25.0,74.87,311,4336,63895
Medicare Medical Centre - Tarn Taran,Tarn Taran,Firozpur,Oncology,4.0,62.9,25.0,74.87,276,4337,64032
Lifeline Medical Centre - Barnala,Barnala,Patiala,Ophthalmology,4.0,62.9,18.75,74.87,281,4338,64169
Sunrise Medical Centre - Barnala,Barnala,Firozpur,Orthopedics,4.0,62.9,31.25,74.87,281,4339,64306
Apex Healthcare - Faridkot,Faridkot,Sangrur,Cardiology,4.0,62.8,25.0,74.84,302,4340,64443
Shivalik Hospital - Nawanshahr,Nawanshahr,Muktsar,Cardiology,4.0,62.8,37.5,74.84,301,4341,64580
Punjab Medical Centre - Ludhiana,Ludhiana,Firozpur,ENT,4.0,62.8,25.0,74.84,287,4342,64717
Sunrise Healthcare - Fatehgarh Sahib,Fatehgarh Sahib,Ludhiana,ENT,4.0,62.8,25.0,74.84,286,4343,64854
Maharaja Ranjit Singh Medical Centre - Hoshiarpur,Hoshiarpur,Ludhiana,Ophthalmology,4.0,62.8,31.25,74.84,282,4344,64991
Shaheed Bhagat Singh Healthcare - Gurdaspur,Gurdaspur,Khanna,Pediatrics,4.0,62.8,31.25,74.84,279,4345,65128
Medicare Healthcare - Moga,Moga,Ludhiana,ENT,4.0,62.7,31.25,74.81,288,4346,65265
Prime Care Medical Centre - Rupnagar,Rupnagar,Nawanshahr,Gastroenterology,4.0,62.7,37.5,74.81,328,4347,65402
Sunrise Hospital - Kapurthala,Kapurthala,Phagwara,General Medicine,4.0,62.7,31.25,74.81,285,4348,65539
Sunrise Medical Centre - Nawanshahr,Nawanshahr,Moga,General Medicine,4.0,62.7,25.0,74.81,286,4349,65676
Healing Touch Medical Centre - Mansa,Mansa,Abohar,Gynecology,4.0,62.7,31.25,74.81,302,4350,65813
Maharaja Ranjit Singh Medical Centre - Muktsar,Muktsar,Mansa,Neurology,4.0,62.7,37.5,74.81,274,4351,65950
Shivalik Medical Centre - Tarn Taran,Tarn Taran,Patiala,Ophthalmology,4.0,62.7,37.5,74.81,283,4352,66087
Punjab Medical Centre - Moga,Moga,Bathinda,Pediatrics,4.0,62.7,25.0,74.81,280,4353,66224
Shivalik Hospital - Tarn Taran,Tarn Taran,Bathinda,Oncology,4.1,58.0,12.5,74.8,261,4354,66361
Punjab Medical Centre - Ludhiana,Ludhiana,Pathankot,General Medicine,3.9,67.3,37.5,74.79,299,4355,66498
Maharaja Ranjit Singh Medical Centre - Amritsar,Amritsar,Gurdaspur,General Surgery,3.9,67.3,31.25,74.79,299,4356,66635
Maharaja Ranjit Singh Medical Centre - Ferozepur,Ferozepur,Abohar,Cardiology,4.0,62.6,37.5,74.78,303,4357,66772
Punjab Healthcare - Rupnagar,Rupnagar,Pathankot,Dermatology,4.0,62.6,31.25,74.78,292,4358,66909
City Care Hospital - SAS Nagar,SAS Nagar,Muktsar,Gastroenterology,4.0,62.6,31.25,74.78,329,4359,67046
Maharaja Ranjit Singh Healthcare - Gurdaspur,Gurdaspur,Gurdaspur,General Surgery,4.0,62.6,31.25,74.78,285,4360,67183
Lifeline Multispeciality Hospital - SAS Nagar,SAS Nagar,Rajpura,Gynecology,4.0,62.6,31.25,74.78,303,4361,67320
Lifeline Healthcare - Patiala,Patiala,Jalandhar,Nephrology,4.0,62.6,25.0,74.78,312,4362,67457
Guru Nanak Hospital - Sangrur,Sangrur,Jalandhar,Neurology,4.0,62.6,25.0,74.78,275,4363,67594
Shaheed Bhagat Singh Medical Centre - Faridkot,Faridkot,Ludhiana,Oncology,4.0,62.6,31.25,74.78,277,4364,67731
Lifeline Multispeciality Hospital - Moga,Moga,Pathankot,Pulmonology,4.0,62.6,31.25,74.78,291,4365,67868
Fortune Multispeciality Hospital - Faridkot,Faridkot,Ludhiana,ENT,4.0,62.5,25.0,74.75,289,4366,68005
Prime Care Medical Centre - Gurdaspur,Gurdaspur,Barnala,Ophthalmology,4.0,62.5,31.25,74.75,285,4367,68142
Sunrise Medical Centre - Mansa,Mansa,Bathinda,Ophthalmology,4.0,62.5,31.25,74.75,284,4368,68279
Mata Kaushalya Hospital - Malerkotla,Malerkotla,Mansa,Urology,4.0,62.5,25.0,74.75,279,4369,68416
City Care Healthcare - Moga,Moga,Patiala,Nephrology,4.1,57.8,12.5,74.74,293,4370,68553
Fortune Multispeciality Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Nawanshahr,Dermatology,4.0,62.4,31.25,74.72,293,4371,68690
Healing Touch Multispeciality Hospital - Rupnagar,Rupnagar,Hoshiarpur,General Medicine,4.0,62.4,31.25,74.72,287,4372,68827
Medicare Healthcare - Tarn Taran,Tarn Taran,Barnala,Neurology,4.0,62.4,31.25,74.72,276,4373,68964
Sewa Healthcare - Gurdaspur,Gurdaspur,Muktsar,Oncology,4.0,62.4,25.0,74.72,278,4374,69101
Fortune Multispeciality Hospital - Ferozepur,Ferozepur,Hoshiarpur,Ophthalmology,4.0,62.4,31.25,74.72,286,4375,69238
Apex Medical Centre - Faridkot,Faridkot,Rupnagar,Orthopedics,4.0,62.4,37.5,74.72,282,4376,69375
Guru Nanak Healthcare - Fazilka,Fazilka,Patiala,Pulmonology,4.0,62.4,25.0,74.72,292,4377,69512
Punjab Multispeciality Hospital - Rupnagar,Rupnagar,Amritsar,Pulmonology,4.0,62.4,31.25,74.72,293,4378,69649
Medicare Healthcare - Mansa,Mansa,Muktsar,Urology,4.0,62.4,25.0,74.72,280,4379,69786
Guru Nanak Hospital - Bathinda,Bathinda,Phagwara,Cardiology,3.9,67.0,37.5,74.7,322,4380,69923
Sewa Hospital - Bathinda,Bathinda,Pathankot,Cardiology,4.0,62.3,37.5,74.69,304,4381,70060
Mata Kaushalya Multispeciality Hospital - Malerkotla,Malerkotla,Abohar,Dermatology,4.0,62.3,37.5,74.69,294,4382,70197
Fortune Multispeciality Hospital - Malerkotla,Malerkotla,Firozpur,Orthopedics,4.0,62.3,31.25,74.69,283,4383,70334
Apex Healthcare - Muktsar,Muktsar,Abohar,Pulmonology,4.0,62.3,37.5,74.69,296,4384,70471
Punjab Medical Centre - Ludhiana,Ludhiana,Abohar,Pulmonology,4.0,62.3,25.0,74.69,295,4385,70608
Sewa Hospital - Kapurthala,Kapurthala,Hoshiarpur,Pulmonology,4.0,62.3,25.0,74.69,294,4386,70745
Sewa Multispeciality Hospital - Fazilka,Fazilka,Amritsar,Urology,4.0,62.3,31.25,74.69,281,4387,70882
Medicare Hospital - Rupnagar,Rupnagar,Mohali,General Surgery,3.9,66.9,50.0,74.67,300,4388,71019
Punjab Hospital - Muktsar,Muktsar,Muktsar,Ophthalmology,3.9,66.9,43.75,74.67,298,4389,71156
Mata Kaushalya Multispeciality Hospital - Ferozepur,Ferozepur,Firozpur,Dermatology,4.0,62.2,31.25,74.66,295,4390,71293
Sunrise Multispeciality Hospital - Moga,Moga,Muktsar,Gastroenterology,4.0,62.2,31.25,74.66,330,4391,71430
Fortune Medical Centre - Hoshiarpur,Hoshiarpur,Mansa,General Medicine,4.0,62.2,37.5,74.66,288,4392,71567
Apex Healthcare - Tarn Taran,Tarn Taran,Sangrur,Neurology,4.0,62.2,31.25,74.66,277,4393,71704
City Care Healthcare - Tarn Taran,Tarn Taran,Kapurthala,Ophthalmology,4.0,62.2,25.0,74.66,287,4394,71841
City Care Multispeciality Hospital - Barnala,Barnala,Phagwara,Pulmonology,4.0,62.2,31.25,74.66,297,4395,71978
Fortune Healthcare - Malerkotla,Malerkotla,Mohali,Urology,4.0,62.2,37.5,74.66,282,4396,72115
Guru Nanak Multispeciality Hospital - Patiala,Patiala,Jalandhar,General Medicine,3.9,66.8,37.5,74.64,300,4397,72252
Prime Care Medical Centre - Sangrur,Sangrur,Abohar,ENT,4.0,62.1,31.25,74.63,290,4398,72389
Healing Touch Hospital - Rupnagar,Rupnagar,Patiala,Pulmonology,4.0,62.1,37.5,74.63,298,4399,72526
Punjab Multispeciality Hospital - Rupnagar,Rupnagar,Kapurthala,Urology,4.0,62.1,31.25,74.63,283,4400,72663
Punjab Hospital - Nawanshahr,Nawanshahr,Gurdaspur,General Medicine,4.1,57.4,12.5,74.62,273,4401,72800
Prime Care Multispeciality Hospital - Amritsar,Amritsar,Hoshiarpur,Pulmonology,4.1,57.4,12.5,74.62,271,4402,72937
Medicare Medical Centre - Jalandhar,Jalandhar,Gurdaspur,ENT,3.9,66.7,37.5,74.61,305,4403,73074
Sewa Medical Centre - Mansa,Mansa,Rupnagar,Orthopedics,3.9,66.7,37.5,74.61,297,4404,73211
Fortune Medical Centre - Muktsar,Muktsar,Mansa,Urology,3.9,66.7,43.75,74.61,294,4405,73348
Shaheed Bhagat Singh Hospital - Jalandhar,Jalandhar,Gurdaspur,Urology,3.9,66.7,37.5,74.61,295,4406,73485
Apex Hospital - Muktsar,Muktsar,Malerkotla,Dermatology,4.0,62.0,18.75,74.6,297,4407,73622
Healing Touch Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Rajpura,Dermatology,4.0,62.0,31.25,74.6,296,4408,73759
Shaheed Bhagat Singh Medical Centre - Pathankot,Pathankot,Patiala,ENT,4.0,62.0,31.25,74.6,291,4409,73896
Apex Medical Centre - Moga,Moga,Sangrur,General Medicine,4.0,62.0,31.25,74.6,291,4410,74033
Medicare Medical Centre - Bathinda,Bathinda,Malerkotla,General Medicine,4.0,62.0,25.0,74.6,290,4411,74170
Shaheed Bhagat Singh Medical Centre - Patiala,Patiala,Malerkotla,General Medicine,4.0,62.0,31.25,74.6,289,4412,74307
Maharaja Ranjit Singh Hospital - Tarn Taran,Tarn Taran,Jalandhar,Nephrology,4.0,62.0,31.25,74.6,313,4413,74444
Mata Kaushalya Medical Centre - Moga,Moga,Phagwara,Nephrology,4.0,62.0,37.5,74.6,314,4414,74581
Shaheed Bhagat Singh Medical Centre - Kapurthala,Kapurthala,Rupnagar,Ophthalmology,4.0,62.0,25.0,74.6,288,4415,74718
Apex Hospital - SAS Nagar,SAS Nagar,Jalandhar,Orthopedics,4.0,62.0,37.5,74.6,284,4416,74855
Healing Touch Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Muktsar,Pediatrics,4.0,62.0,31.25,74.6,281,4417,74992
Maharaja Ranjit Singh Hospital - Jalandhar,Jalandhar,Gurdaspur,Urology,4.0,62.0,31.25,74.6,284,4418,75129
Guru Nanak Medical Centre - SAS Nagar,SAS Nagar,Patiala,General Surgery,3.9,66.6,43.75,74.58,301,4419,75266
Shaheed Bhagat Singh Multispeciality Hospital - Sangrur,Sangrur,Rupnagar,Cardiology,4.0,61.9,25.0,74.57,305,4420,75403
Lifeline Hospital - Jalandhar,Jalandhar,Rupnagar,ENT,4.0,61.9,31.25,74.57,292,4421,75540
Apex Medical Centre - Jalandhar,Jalandhar,Moga,General Surgery,4.0,61.9,31.25,74.57,287,4422,75677
Healing Touch Multispeciality Hospital - Muktsar,Muktsar,Mansa,General Surgery,4.0,61.9,37.5,74.57,286,4423,75814
City Care Hospital - Barnala,Barnala,Patiala,Ophthalmology,4.0,61.9,37.5,74.57,289,4424,75951
Sunrise Hospital - Hoshiarpur,Hoshiarpur,Khanna,Pediatrics,4.0,61.9,25.0,74.57,282,4425,76088
Sunrise Multispeciality Hospital - Rupnagar,Rupnagar,Barnala,Cardiology,4.1,57.2,12.5,74.56,290,4426,76225
Shaheed Bhagat Singh Healthcare - Ludhiana,Ludhiana,Phagwara,General Surgery,3.9,66.5,43.75,74.55,302,4427,76362
Maharaja Ranjit Singh Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Phagwara,Cardiology,4.0,61.8,25.0,74.54,306,4428,76499
Prime Care Multispeciality Hospital - SAS Nagar,SAS Nagar,Mohali,Cardiology,4.0,61.8,25.0,74.54,307,4429,76636
Sunrise Multispeciality Hospital - Amritsar,Amritsar,Firozpur,Gynecology,4.0,61.8,25.0,74.54,304,4430,76773
Lifeline Medical Centre - Sangrur,Sangrur,Mohali,ENT,4.0,61.7,31.25,74.51,293,4431,76910
Guru Nanak Healthcare - Amritsar,Amritsar,Phagwara,Oncology,4.0,61.7,25.0,74.51,279,4432,77047
Shaheed Bhagat Singh Healthcare - Rupnagar,Rupnagar,Bathinda,Pediatrics,4.0,61.7,25.0,74.51,283,4433,77184
Fortune Multispeciality Hospital - Pathankot,Pathankot,Malerkotla,Orthopedics,3.9,66.3,31.25,74.49,298,4434,77321
Fortune Medical Centre - Patiala,Patiala,Ludhiana,General Surgery,4.0,61.6,25.0,74.48,288,4435,77458
Shaheed Bhagat Singh Hospital - Rupnagar,Rupnagar,Amritsar,Gynecology,4.0,61.6,31.25,74.48,305,4436,77595
Guru Nanak Multispeciality Hospital - Sangrur,Sangrur,Malerkotla,Neurology,4.0,61.6,31.25,74.48,278,4437,77732
Apex Hospital - Barnala,Barnala,Bathinda,Orthopedics,4.0,61.6,31.25,74.48,285,4438,77869
Healing Touch Healthcare - Sangrur,Sangrur,Sangrur,Pulmonology,4.0,61.6,25.0,74.48,300,4439,78006
Prime Care Healthcare - Rupnagar,Rupnagar,Jalandhar,Pulmonology,4.0,61.6,31.25,74.48,299,4440,78143
Healing Touch Healthcare - Pathankot,Pathankot,Phagwara,Gastroenterology,3.9,66.2,50.0,74.46,347,4441,78280
Mata Kaushalya Multispeciality Hospital - Mansa,Mansa,Khanna,Gastroenterology,3.9,66.2,43.75,74.46,346,4442,78417
City Care Medical Centre - Mansa,Mansa,Rupnagar,Orthopedics,3.9,66.2,25.0,74.46,299,4443,78554
Punjab Multispeciality Hospital - Patiala,Patiala,Rajpura,Orthopedics,3.9,66.2,37.5,74.46,300,4444,78691
Prime Care Healthcare - Ferozepur,Ferozepur,Bathinda,Cardiology,4.0,61.5,25.0,74.45,308,4445,78828
Medicare Healthcare - Gurdaspur,Gurdaspur,Barnala,Dermatology,4.0,61.5,25.0,74.45,298,4446,78965
Maharaja Ranjit Singh Hospital - Bathinda,Bathinda,Patiala,ENT,4.0,61.5,31.25,74.45,294,4447,79102
Maharaja Ranjit Singh Healthcare - Barnala,Barnala,Mohali,Gastroenterology,4.0,61.5,31.25,74.45,331,4448,79239
Prime Care Medical Centre - SAS Nagar,SAS Nagar,Mohali,General Surgery,4.0,61.5,25.0,74.45,289,4449,79376
Healing Touch Medical Centre - Muktsar,Muktsar,Mansa,Oncology,4.0,61.5,25.0,74.45,280,4450,79513
Shaheed Bhagat Singh Multispeciality Hospital - Amritsar,Amritsar,Ludhiana,Orthopedics,4.0,61.5,25.0,74.45,286,4451,79650
Shivalik Hospital - Nawanshahr,Nawanshahr,Abohar,Gastroenterology,4.1,56.8,12.5,74.44,305,4452,79787
Fortune Multispeciality Hospital - Kapurthala,Kapurthala,Barnala,Nephrology,3.9,66.1,43.75,74.43,320,4453,79924
Guru Nanak Hospital - Gurdaspur,Gurdaspur,Ludhiana,Cardiology,4.0,61.4,31.25,74.42,309,4454,80061
Sunrise Medical Centre - Fazilka,Fazilka,Pathankot,Pulmonology,4.0,61.4,31.25,74.42,301,4455,80198
Guru Nanak Multispeciality Hospital - Kapurthala,Kapurthala,Rajpura,Urology,4.0,61.4,31.25,74.42,285,4456,80335
Shivalik Multispeciality Hospital - Jalandhar,Jalandhar,Patiala,General Medicine,3.9,66.0,43.75,74.4,301,4457,80472
Healing Touch Medical Centre - SAS Nagar,SAS Nagar,Firozpur,Orthopedics,3.9,66.0,37.5,74.4,302,4458,80609
Punjab Hospital - Ferozepur,Ferozepur,Ludhiana,Orthopedics,3.9,66.0,31.25,74.4,301,4459,80746
Maharaja Ranjit Singh Healthcare - Ferozepur,Ferozepur,Patiala,Neurology,4.0,61.3,31.25,74.39,279,4460,80883
Guru Nanak Hospital - Malerkotla,Malerkotla,Bathinda,Cardiology,3.9,65.9,43.75,74.37,323,4461,81020
Fortune Multispeciality Hospital - Hoshiarpur,Hoshiarpur,Phagwara,Dermatology,3.9,65.9,50.0,74.37,310,4462,81157
Punjab Hospital - Malerkotla,Malerkotla,Moga,Gastroenterology,3.9,65.9,37.5,74.37,348,4463,81294
Lifeline Healthcare - Sangrur,Sangrur,Gurdaspur,Ophthalmology,3.9,65.9,43.75,74.37,299,4464,81431
Prime Care Medical Centre - Hoshiarpur,Hoshiarpur,Bathinda,Dermatology,4.0,61.2,18.75,74.36,299,4465,81568
Apex Medical Centre - Amritsar,Amritsar,Amritsar,General Medicine,4.0,61.2,25.0,74.36,292,4466,81705
Lifeline Medical Centre - Nawanshahr,Nawanshahr,Rajpura,Neurology,4.0,61.2,25.0,74.36,280,4467,81842
City Care Multispeciality Hospital - Nawanshahr,Nawanshahr,Moga,Pulmonology,4.0,61.2,31.25,74.36,302,4468,81979
City Care Hospital - Barnala,Barnala,Kapurthala,Neurology,3.9,65.8,37.5,74.34,292,4469,82116
Shivalik Healthcare - Malerkotla,Malerkotla,Ludhiana,General Surgery,4.0,61.1,18.75,74.33,290,4470,82253
Prime Care Hospital - Bathinda,Bathinda,Firozpur,Gynecology,4.0,61.1,25.0,74.33,306,4471,82390
Guru Nanak Hospital - Tarn Taran,Tarn Taran,Moga,Nephrology,4.0,61.1,31.25,74.33,315,4472,82527
Fortune Healthcare - Kapurthala,Kapurthala,Rupnagar,Orthopedics,4.0,61.1,31.25,74.33,287,4473,82664
Fortune Medical Centre - Pathankot,Pathankot,Kapurthala,Pulmonology,4.0,61.1,31.25,74.33,304,4474,82801
Punjab Medical Centre - Ferozepur,Ferozepur,Pathankot,Pulmonology,4.0,61.1,31.25,74.33,303,4475,82938
Medicare Hospital - Mansa,Mansa,Gurdaspur,Urology,4.0,61.1,25.0,74.33,286,4476,83075
Shaheed Bhagat Singh Multispeciality Hospital - Amritsar,Amritsar,Mansa,Dermatology,3.9,65.7,43.75,74.31,311,4477,83212
Shaheed Bhagat Singh Hospital - Mansa,Mansa,Moga,Pulmonology,3.9,65.7,37.5,74.31,312,4478,83349
Healing Touch Hospital - Patiala,Patiala,Mohali,Dermatology,4.0,61.0,31.25,74.3,300,4479,83486
Apex Healthcare - Ludhiana,Ludhiana,Phagwara,Oncology,4.0,61.0,31.25,74.3,281,4480,83623
Shivalik Hospital - SAS Nagar,SAS Nagar,Gurdaspur,Orthopedics,4.0,61.0,31.25,74.3,289,4481,83760
Sunrise Hospital - Kapurthala,Kapurthala,Malerkotla,Orthopedics,4.0,61.0,25.0,74.3,288,4482,83897
Apex Multispeciality Hospital - Faridkot,Faridkot,Phagwara,Pediatrics,4.0,61.0,25.0,74.3,284,4483,84034
Sunrise Medical Centre - Sangrur,Sangrur,Mohali,Pediatrics,4.0,61.0,31.25,74.3,285,4484,84171
Mata Kaushalya Hospital - Gurdaspur,Gurdaspur,Malerkotla,Pulmonology,4.0,61.0,31.25,74.3,305,4485,84308
Shivalik Healthcare - Gurdaspur,Gurdaspur,Barnala,Pulmonology,4.0,61.0,31.25,74.3,306,4486,84445
Maharaja Ranjit Singh Healthcare - Tarn Taran,Tarn Taran,Mohali,Ophthalmology,3.9,65.6,37.5,74.28,300,4487,84582
Prime Care Hospital - SAS Nagar,SAS Nagar,Phagwara,Pulmonology,3.9,65.6,43.75,74.28,313,4488,84719
Healing Touch Medical Centre - Patiala,Patiala,Rupnagar,Orthopedics,4.0,60.9,25.0,74.27,290,4489,84856
Sewa Healthcare - SAS Nagar,SAS Nagar,Muktsar,Pulmonology,4.0,60.9,31.25,74.27,307,4490,84993
Mata Kaushalya Multispeciality Hospital - Malerkotla,Malerkotla,Muktsar,Cardiology,3.9,65.5,31.25,74.25,324,4491,85130
Apex Multispeciality Hospital - Kapurthala,Kapurthala,Pathankot,Pulmonology,3.9,65.5,25.0,74.25,314,4492,85267
Punjab Medical Centre - Ludhiana,Ludhiana,Firozpur,Dermatology,4.0,60.8,25.0,74.24,301,4493,85404
Mata Kaushalya Healthcare - Hoshiarpur,Hoshiarpur,Firozpur,ENT,4.0,60.8,25.0,74.24,296,4494,85541
Sewa Healthcare - SAS Nagar,SAS Nagar,Phagwara,ENT,4.0,60.8,25.0,74.24,295,4495,85678
Mata Kaushalya Multispeciality Hospital - Rupnagar,Rupnagar,Muktsar,General Medicine,4.0,60.8,25.0,74.24,293,4496,85815
Punjab Medical Centre - Sangrur,Sangrur,Kapurthala,General Surgery,4.0,60.8,31.25,74.24,291,4497,85952
Shaheed Bhagat Singh Medical Centre - Tarn Taran,Tarn Taran,Sangrur,Neurology,4.0,60.8,18.75,74.24,281,4498,86089
Healing Touch Healthcare - Barnala,Barnala,Mohali,Oncology,4.0,60.8,31.25,74.24,283,4499,86226
Lifeline Hospital - Barnala,Barnala,Khanna,Oncology,4.0,60.8,31.25,74.24,282,4500,86363
Apex Multispeciality Hospital - Moga,Moga,Mansa,Orthopedics,4.0,60.8,18.75,74.24,292,4501,86500
Medicare Medical Centre - Barnala,Barnala,Muktsar,Orthopedics,4.0,60.8,25.0,74.24,291,4502,86637
Healing Touch Medical Centre - Hoshiarpur,Hoshiarpur,Moga,Urology,4.0,60.8,31.25,74.24,287,4503,86774
Mata Kaushalya Multispeciality Hospital - Pathankot,Pathankot,Rupnagar,Oncology,3.9,65.4,43.75,74.22,294,4504,86911
Sunrise Hospital - Tarn Taran,Tarn Taran,Gurdaspur,Oncology,3.9,65.4,43.75,74.22,293,4505,87048
Shaheed Bhagat Singh Hospital - Tarn Taran,Tarn Taran,Ludhiana,Cardiology,4.0,60.7,25.0,74.21,310,4506,87185
